MONTH,BOROUGH,BOROUGH_ID,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS
2003 / 11,Bronx,2,10,2993.8,431.5,,,,,
1998 / 01,Bronx,2,10,2214.2,457.5,330.6,,,,49.4
2000 / 10,Bronx,2,10,2379.2,474.8,367.2,,,,
2007 / 03,Bronx,2,10,2434.2,464,270.3,,,,
1991 / 06,Bronx,2,10,2212.9,,,,,,
2003 / 02,Bronx,2,10,2084.2,277.9,,,,,
2005 / 11,Bronx,2,10,2831.7,441.4,237.2,,,241.1,
1991 / 12,Bronx,2,10,2259.1,,,,,,
1996 / 04,Bronx,2,10,2794.3,434.7,263,,,,
1993 / 11,Bronx,2,10,2421.3,310.4,176.9,,,,
2012 / 03,Bronx,2,10,2553.8,329.6,267.5,,,,
2013 / 12,Bronx,2,10,2447.4,403.1,302.7,30.9,,,
1998 / 11,Bronx,2,10,2111,461.7,310.8,,,229.8,
2000 / 06,Bronx,2,10,2561.7,510.4,425.9,,,,
2010 / 10,Bronx,2,10,2693.8,372.4,269.7,,,,
2007 / 06,Bronx,2,10,3002.4,464.3,308.9,,,,
1999 / 07,Bronx,2,10,2380,406.5,378.3,,,,
2009 / 07,Bronx,2,10,2895.2,384,306.9,,,,
1997 / 02,Bronx,2,10,1949.9,347.3,244.3,,,,
2014 / 10,Bronx,2,10,2457.4,329.3,300.9,39.7,,,
1991 / 11,Bronx,2,10,2359.2,,,,,,
2009 / 04,Bronx,2,10,2672.4,355.8,267.8,,,,
2017 / 07,Bronx,2,10,2652.8,339.2,384.4,42.6,,,
2018 / 08,Bronx,2,10,2627.6,319.8,428.4,132.8,,,
2017 / 09,Bronx,2,10,2458.8,333.8,358.3,114.9,,,
2017 / 10,Bronx,2,10,2430.9,312.2,338.2,122.1,,5.7,
2022 / 03,Bronx,2,10,2578.5,287.6,343.3,,,,
2022 / 01,Bronx,2,10,2218.9,289.4,339.7,,,,9.8
2019 / 03,Bronx,2,10,2283.3,295.3,383.8,58,,,
2018 / 05,Bronx,2,10,2865.9,329.5,402.1,152.3,,,
2018 / 01,Bronx,2,10,2309.7,348.7,360.7,52,,,47.6
2014 / 10,Queens,4,12,6471.8,482,600.8,,,,
2011 / 04,Queens,4,12,6520.9,498.6,561.6,,,,
2004 / 08,Queens,4,12,8625.3,663.6,661.1,,,,
2010 / 06,Queens,4,12,7676,531,640.5,,,,
2003 / 01,Queens,4,12,7039.9,519.3,,,,,
2002 / 05,Queens,4,12,8325.7,560.2,894.2,,,,
1997 / 11,Queens,4,12,6938.3,524.1,504.7,,,,
2002 / 09,Queens,4,12,8416.9,369.7,,,,,
2002 / 03,Queens,4,12,6127.4,579,757.7,,,,
2002 / 12,Queens,4,12,7802.7,495.3,,,,,
2011 / 12,Queens,4,12,6284.6,581.6,603.5,,,,
1993 / 09,Queens,4,12,7426.9,410.5,462,,,,
1992 / 02,Queens,4,12,5553,,,,,,
1992 / 03,Queens,4,12,5973.7,,,,,,
1996 / 09,Queens,4,12,7671.7,401.2,415.9,,,,
1991 / 01,Queens,4,12,6201,,,,,,
1991 / 02,Queens,4,12,5335,,,,,,
1991 / 06,Queens,4,12,7342,,,,,,
2012 / 10,Queens,4,12,6217.4,425.1,501.6,,,,
2004 / 11,Queens,4,12,6967.6,626,524.5,,,972.9,
2004 / 03,Queens,4,12,7432.8,534,,,,,
2012 / 04,Queens,4,12,6322.1,426.3,521.2,,,,
1996 / 06,Queens,4,12,8547.2,415.9,449,,,,
1992 / 10,Queens,4,12,7261.8,,,,,,
2009 / 03,Queens,4,12,5855.1,460.1,521.6,,,,
2001 / 10,Queens,4,12,7239.3,670.1,845.9,,,139.9,
2013 / 05,Queens,4,12,7580.8,489.2,577.4,,,,
2000 / 11,Queens,4,12,6198.4,697.9,717.2,,,634.2,
2001 / 09,Queens,4,12,7056.6,654.5,833.9,,,,
2017 / 03,Queens,4,12,5669.2,428.8,687.9,,,,
2017 / 05,Queens,4,12,7426.6,505.4,824.3,,,,
2017 / 07,Queens,4,12,7427.4,508.6,859.3,,,,
2018 / 06,Queens,4,12,7569.2,531.3,878.3,,,,
2019 / 10,Queens,4,12,6906.6,469.6,841.5,,,,
2018 / 04,Queens,4,12,6282.1,445.6,743.9,,,,
2019 / 12,Queens,4,12,6798.7,552.4,933.7,,,153.9,
2017 / 12,Queens,4,12,6009.9,531.7,791.5,,,208.1,
2021 / 05,Queens,4,12,7684,524.8,953.1,,,,
2022 / 09,Queens,4,12,1528.9,86,178,,,,
2009 / 07,Queens,4,1,4710.4,611.3,477.7,,,,
1996 / 04,Queens,4,1,5572.1,432.9,306.5,,,,
1995 / 10,Queens,4,1,5473,435.2,302.9,,,,
1993 / 09,Queens,4,1,5492.6,174.3,104.4,,,,
2015 / 01,Queens,4,1,3680.8,490.2,456.7,,,,50.7
2010 / 10,Queens,4,1,4144.3,589,432.9,,,,
2002 / 04,Queens,4,1,4938.4,679,640.5,,,,
1997 / 11,Queens,4,1,4997.1,681,425,,,,
2014 / 06,Queens,4,1,4251.4,613.3,519.7,,,,
2014 / 03,Queens,4,1,3916.8,540.2,493.3,,,,
1991 / 05,Queens,4,1,6393.1,,,,,,
2009 / 04,Queens,4,1,4414.6,582.8,477.7,,,,
2009 / 02,Queens,4,1,3721.8,511.6,414.4,,,,
2003 / 02,Queens,4,1,4598.5,400.9,,,,,
2006 / 04,Queens,4,1,4498.1,721,460.7,,,,
2011 / 08,Queens,4,1,4697.8,608.8,457,,,,
1998 / 04,Queens,4,1,4984.2,716.3,512.1,,,,
2012 / 12,Queens,4,1,4097.9,633.5,444.3,,,,
1998 / 02,Queens,4,1,4198.3,632.1,445.8,,,,
2012 / 05,Queens,4,1,4402.5,574.6,434.6,,,,
1999 / 04,Queens,4,1,4779.3,700.2,569.3,,,,
2008 / 11,Queens,4,1,4206,596.7,428.4,,,,
2008 / 10,Queens,4,1,4532.1,656.6,462.9,,,,
1994 / 03,Queens,4,1,5414,650.4,377.5,,,,
2013 / 01,Queens,4,1,4047.8,593.4,502.2,,,,31.2
2005 / 07,Queens,4,1,4788,699.3,491.5,,,,
2011 / 10,Queens,4,1,4219.3,604.9,438,,,,
2005 / 06,Queens,4,1,5104.4,809.1,521.4,,,,
1993 / 05,Queens,4,1,5997.4,,,,,,
1999 / 05,Queens,4,1,4812.1,755,562.9,,,,
2004 / 02,Queens,4,1,4595.9,676,,,,,
2003 / 10,Queens,4,1,5316.2,705.2,,,,,
1997 / 04,Queens,4,1,5365.3,445.9,323.7,,,,
1991 / 11,Queens,4,1,5919.6,,,,,,
2001 / 01,Queens,4,1,4753.2,884.1,695.6,,,,39.8
1994 / 11,Queens,4,1,5449.8,439.3,269.3,,,,
1995 / 02,Queens,4,1,4381.9,385.9,269.1,,,,
2009 / 06,Queens,4,1,4770.3,716.1,514.1,,,,
2015 / 12,Queens,4,1,4132.6,706.9,605.7,,,,
2016 / 03,Queens,4,1,3934.3,557.2,574,,,,
2017 / 07,Queens,4,1,4012.1,585.3,583,,,,
2018 / 06,Queens,4,1,4077.4,625.3,618.5,,,,
2015 / 09,Queens,4,1,4068.9,567.9,531.9,,,,
2016 / 01,Queens,4,1,3549.1,508.6,494.9,,,,39
2018 / 08,Queens,4,1,4084,610.6,603.4,,,,
2020 / 04,Queens,4,1,3888.5,607.4,768.9,,,,
2022 / 04,Queens,4,1,3882.6,566.9,572.5,,,,
2021 / 10,Queens,4,1,4324.3,613.6,601.4,,,,
2022 / 05,Queens,4,1,4130.5,567.1,566.9,,,,
2019 / 10,Queens,4,1,4151.5,635.2,648.3,,,,
2020 / 11,Queens,4,1,4221.7,641.8,657,,,,
2020 / 01,Queens,4,1,3935.7,662.1,696.1,,,,42
2021 / 03,Queens,4,1,4285.6,669.3,714.4,,,,
2019 / 09,Queens,4,1,3790.5,555.5,585.4,,,,
2017 / 12,Queens,4,1,3670.8,641.7,580.4,,,25.6,
2019 / 04,Queens,4,1,3989.5,587.5,636.5,,,,
2019 / 03,Queens,4,1,3569.3,563.8,592.1,,,,
1995 / 12,Brooklyn,3,15,4451.4,544,289.6,,,,
2014 / 07,Brooklyn,3,15,4535.5,573.2,390.9,,,,
2010 / 12,Brooklyn,3,15,3379.8,607.8,320.7,,,,
2013 / 11,Brooklyn,3,15,4510.3,585.4,354.3,,,,
2006 / 10,Brooklyn,3,15,4746.1,792.9,418.2,,,,
1997 / 12,Brooklyn,3,15,4655.7,836.9,402,,,,
2012 / 08,Brooklyn,3,15,4380.5,595.5,365.9,,,,
2002 / 03,Brooklyn,3,15,4492.4,817.9,610.4,,,,
2013 / 07,Brooklyn,3,15,4750.6,580.8,412.1,,,,
2011 / 01,Brooklyn,3,15,4216.8,637.8,407.3,,,,
1992 / 03,Brooklyn,3,15,6202.3,,,,,,
2011 / 07,Brooklyn,3,15,4079.2,553.6,358.3,,,,
1994 / 06,Brooklyn,3,15,6205.5,688,328.8,,,,
1999 / 01,Brooklyn,3,15,4002,847.5,473.2,,,,30.5
2010 / 02,Brooklyn,3,15,3231.8,546.4,318.4,,,,
2000 / 08,Brooklyn,3,15,4539.5,846.6,571.8,,,,
2010 / 05,Brooklyn,3,15,4423,631.6,392.5,,,,
2011 / 03,Brooklyn,3,15,4560.7,699.5,391.2,,,,
1995 / 07,Brooklyn,3,15,4886.9,574.5,321,,,,
1993 / 09,Brooklyn,3,15,6586,681.9,326.8,,,,
2015 / 04,Brooklyn,3,15,4410.6,583.5,419.9,,,,
2000 / 12,Brooklyn,3,15,3940.9,890.4,473.3,,,181.7,
1991 / 11,Brooklyn,3,15,6601.4,,,,,,
1999 / 05,Brooklyn,3,15,4480,789.3,473,,,,
1995 / 05,Brooklyn,3,15,5333.2,577.2,316.6,,,,
2002 / 11,Brooklyn,3,15,5583.1,827.1,,,,,
2015 / 12,Brooklyn,3,15,4564,749.5,478.9,,,,
2017 / 03,Brooklyn,3,15,4393.2,582.3,453.8,,,,
2016 / 10,Brooklyn,3,15,4738.9,589.6,464.9,,,,
2015 / 07,Brooklyn,3,15,4456.4,536.8,425.6,,,,
2018 / 07,Brooklyn,3,15,4249.2,544.5,450.8,89.9,,,
2017 / 09,Brooklyn,3,15,4539.4,607.4,461.4,130.4,,,
2022 / 03,Brooklyn,3,15,4629.1,534.9,501.7,,27.5,,
2022 / 08,Brooklyn,3,15,4293.9,455.6,463.3,,,,
2021 / 10,Brooklyn,3,15,5122.2,532,484.1,,4.7,,
2020 / 07,Brooklyn,3,15,4937.5,599.2,598.6,,,,
2018 / 10,Brooklyn,3,15,4794.3,610.9,506.1,103.4,,,
2021 / 06,Brooklyn,3,15,5237.2,601.1,548.2,,,,
2021 / 05,Brooklyn,3,15,4803.8,535.2,513.8,,,,
2006 / 08,Queens,4,9,4740.5,553.8,409.5,,,,
1995 / 12,Queens,4,9,3626.9,354.4,284.8,,,,
1993 / 06,Queens,4,9,5158.4,,,,,,
2007 / 12,Queens,4,9,4096.2,562.7,364.1,,,113.2,
1992 / 04,Queens,4,9,4308.9,,,,,,
2014 / 04,Queens,4,9,4105.2,432.9,410.2,,,,
2003 / 03,Queens,4,9,4490.6,486.7,,,,,
2008 / 11,Queens,4,9,3905.4,439,338.9,,,,
1993 / 11,Queens,4,9,4007.5,415.8,288.5,,,,
1998 / 01,Queens,4,9,3722.2,546.2,429.4,,,,41
2004 / 10,Queens,4,9,4406.6,568.4,380.2,,,,
1996 / 09,Queens,4,9,4138,429.8,305.4,,,,
2013 / 04,Queens,4,9,4038.6,407,349.2,,,,
2008 / 10,Queens,4,9,4127.3,473.9,377.7,,,,
2006 / 09,Queens,4,9,4522.7,543.8,368.3,,,,
2005 / 05,Queens,4,9,4582.8,531.5,407.6,,,,
1991 / 07,Queens,4,9,4381.3,,,,,,
2011 / 01,Queens,4,9,3624.1,446.7,381.4,,,,
1996 / 06,Queens,4,9,4425.3,370.1,297.8,,,,
1996 / 05,Queens,4,9,4640.4,400.4,316.9,,,,
1994 / 12,Queens,4,9,4042.4,414.5,282.6,,,,
2014 / 10,Queens,4,9,4118.6,430.6,396.3,,,,
1997 / 05,Queens,4,9,4581.1,413,316.6,,,,
2009 / 05,Queens,4,9,4401,452.9,368.4,,,,
2001 / 08,Queens,4,9,4129.7,579.8,671.5,,,,
2000 / 11,Queens,4,9,3644.7,684.7,582,,,300.3,
1991 / 08,Queens,4,9,4268,,,,,,
2014 / 07,Queens,4,9,4547.4,463.9,443,,,,
2015 / 12,Queens,4,9,4118.8,576.7,509.4,,2.1,,
2016 / 06,Queens,4,9,4526.3,480.4,549.5,,30.7,,
2016 / 05,Queens,4,9,4203.8,426.2,470.6,,35.2,,
2017 / 05,Queens,4,9,4467.7,464.8,538.8,,40.2,,
2016 / 01,Queens,4,9,3304.8,392,390.8,,24.7,,23.4
2020 / 07,Queens,4,9,4904.7,517,770.5,,,,
2022 / 04,Queens,4,9,3967.5,409.9,513.3,,108.5,,
2018 / 05,Queens,4,9,4334.9,434.7,533.7,222.4,40,,
2015 / 02,Brooklyn,3,5,3398.8,215.9,292.5,,,,
2015 / 06,Brooklyn,3,5,4987.4,285.2,340.4,,,,
2013 / 12,Brooklyn,3,5,4410.6,279.6,301.2,,,,
1998 / 05,Brooklyn,3,5,4792.9,230.1,358.2,,,,
2008 / 02,Brooklyn,3,5,3853.7,259.3,293,,,,
2008 / 10,Brooklyn,3,5,4231.9,259.1,326.9,,,,
2013 / 11,Brooklyn,3,5,4021.5,215.5,251.1,,,,
2013 / 09,Brooklyn,3,5,4190.2,244.7,279.9,,,,
2002 / 08,Brooklyn,3,5,5531.5,226.1,,,,,
2006 / 07,Brooklyn,3,5,5159.8,307.6,406.9,,,,
1996 / 05,Brooklyn,3,5,5348,175.2,250.6,,,,
2004 / 05,Brooklyn,3,5,4949.1,302.7,375.4,,,,
2011 / 05,Brooklyn,3,5,4665.2,244.7,274.4,,,,
2003 / 07,Brooklyn,3,5,5822.9,232.5,,,,,
2008 / 07,Brooklyn,3,5,4936.8,283.6,379.5,,,,
2003 / 06,Brooklyn,3,5,5759.4,264.6,,,,,
2008 / 12,Brooklyn,3,5,4547.1,325.9,374.3,,,,
1998 / 02,Brooklyn,3,5,3897.1,174.8,273.9,,,,
2010 / 11,Brooklyn,3,5,4317.9,229.2,269,,,,
2004 / 09,Brooklyn,3,5,5134.8,320.2,415.3,,,,
2001 / 11,Brooklyn,3,5,4585,308.5,501.4,,,62.1,
1997 / 10,Brooklyn,3,5,4625.8,203.3,299.9,,,,
1997 / 07,Brooklyn,3,5,5409.2,147.2,265.6,,,,
2005 / 03,Brooklyn,3,5,4783.8,325.6,371.4,,,,
2007 / 01,Brooklyn,3,5,4350.4,312.4,348.8,,,,7.5
2004 / 04,Brooklyn,3,5,4801.9,315.6,331.9,,,,
1998 / 12,Brooklyn,3,5,4349.2,292,429.9,,,7.3,
1999 / 07,Brooklyn,3,5,4594.6,254.3,500.8,,,,
1992 / 08,Brooklyn,3,5,5510.5,,,,,,
1999 / 04,Brooklyn,3,5,4233,249.9,433.5,,,,
1991 / 08,Brooklyn,3,5,5483.5,,,,,,
2006 / 12,Brooklyn,3,5,4401,307.7,317.1,,,7.8,
1997 / 04,Brooklyn,3,5,4874.5,154,237.8,,,,
2005 / 08,Brooklyn,3,5,5151.3,310,439.3,,,,
2000 / 12,Brooklyn,3,5,4065.5,310.1,424.8,,,29.9,
1994 / 08,Brooklyn,3,5,5340.1,190.4,297.2,,,,
1991 / 11,Brooklyn,3,5,5221.7,,,,,,
2002 / 11,Brooklyn,3,5,5354.6,246.9,,,,,
2016 / 02,Brooklyn,3,5,3970.3,265.8,375,,,,
2018 / 08,Brooklyn,3,5,5161.9,281,432.2,,,,
2020 / 02,Brooklyn,3,5,3871.4,212,343.6,,,,
2022 / 02,Brooklyn,3,5,4390,237.8,373.5,,,,
2019 / 03,Brooklyn,3,5,4122.7,238.8,349.8,,,,
2019 / 12,Brooklyn,3,5,4694.9,318,431.9,,,5.4,
2019 / 05,Brooklyn,3,5,5058.7,258.8,435.8,,,,
2021 / 02,Brooklyn,3,5,3980.1,237.7,349.4,,,,
2021 / 05,Brooklyn,3,5,5043.1,280.1,447.7,,,,
1995 / 11,Brooklyn,3,6,3139.9,404.5,220,,,,
2006 / 08,Brooklyn,3,6,2479,630.4,348.5,,,,
1999 / 05,Brooklyn,3,6,2862.4,672.5,335.6,,,,
2014 / 08,Brooklyn,3,6,2058,522.4,345.5,80.3,,,
2007 / 02,Brooklyn,3,6,1972.1,592,333.3,,,,
2002 / 01,Brooklyn,3,6,2550.4,10.2,434.9,,,,46.4
2003 / 02,Brooklyn,3,6,2361.3,0,,,,,
2005 / 07,Brooklyn,3,6,2543.7,684.7,359.8,,,,
2003 / 01,Brooklyn,3,6,2778.2,,,,,,
2000 / 04,Brooklyn,3,6,2587.5,731,334,,,,
2000 / 02,Brooklyn,3,6,2454.2,692.9,332,,,,
1995 / 02,Brooklyn,3,6,2581.8,325.5,201.3,,,,
1995 / 08,Brooklyn,3,6,2999.4,290.9,219.8,,,,
1998 / 01,Brooklyn,3,6,2915.3,714.7,374.5,,,,39.7
1999 / 02,Brooklyn,3,6,2407.9,586.8,297.6,,,,
1997 / 08,Brooklyn,3,6,2884.5,541,317.9,,,,
2014 / 01,Brooklyn,3,6,2241.1,611.8,419.2,,,,45.9
2004 / 04,Brooklyn,3,6,2597.3,557.6,288.8,,,,
2011 / 09,Brooklyn,3,6,2444.3,635.8,377.5,,,,
1998 / 08,Brooklyn,3,6,2810.7,577.7,337.5,,,,
1995 / 04,Brooklyn,3,6,2912.5,357.1,213.8,,,,
2009 / 09,Brooklyn,3,6,2314.4,590.1,365.3,,,,
1999 / 08,Brooklyn,3,6,2717.1,627.9,347.3,,,,
2001 / 05,Brooklyn,3,6,2832.8,708.3,390.7,,,,
1997 / 05,Brooklyn,3,6,3100.9,581.2,319.8,,,,
2009 / 03,Brooklyn,3,6,2115.3,541.5,352.5,,,,
1993 / 04,Brooklyn,3,6,3279.2,57.6,29,,,,
2002 / 12,Brooklyn,3,6,2858.8,,,,,,
1997 / 02,Brooklyn,3,6,2567.4,500,263.6,,,,
2009 / 08,Brooklyn,3,6,2228.3,535.5,356.1,,,,
1994 / 11,Brooklyn,3,6,3341.3,385.9,190.2,,,,
1992 / 09,Brooklyn,3,6,3246.6,,,,,,
1992 / 11,Brooklyn,3,6,3252.7,,,,,,
2004 / 12,Brooklyn,3,6,2543.4,844.6,363.6,,,37.1,
2016 / 10,Brooklyn,3,6,2008.2,584.7,401.4,112.8,43.7,,
2017 / 05,Brooklyn,3,6,2203.4,593.5,435.3,135.8,52.1,,
2020 / 04,Brooklyn,3,6,1865,500.2,479.3,105.5,,,
2020 / 06,Brooklyn,3,6,2357.8,544.4,488,,,,
2022 / 08,Brooklyn,3,6,2046.6,455.6,365.5,78.6,,,
2021 / 11,Brooklyn,3,6,2236.5,512.9,381.6,79,,,
2019 / 02,Brooklyn,3,6,1840.9,488.7,381.2,81.5,30.9,,
2018 / 03,Brooklyn,3,6,2029,610.8,429.8,94.1,53.8,,
2017 / 12,Brooklyn,3,6,2017.1,665.9,430.4,117.9,45.2,,
2019 / 05,Brooklyn,3,6,2318,581.1,451.9,140,58.1,,
2019 / 07,Brooklyn,3,6,2164.1,524.2,412.6,99.4,,,
2022 / 09,Brooklyn,3,6,530.2,102.7,89.5,16.9,,,
2011 / 02,Queens,4,3,4364,393.3,385.9,,,,
1993 / 08,Queens,4,3,5147.7,,,,,,
2008 / 08,Queens,4,3,4727.5,438.9,377.2,,,,
2014 / 01,Queens,4,3,4300.4,410.2,418.5,,,,30.8
2012 / 12,Queens,4,3,4544.5,411.6,336.7,,,,
2010 / 12,Queens,4,3,3679.4,376.2,331.4,,,,
1997 / 11,Queens,4,3,4417.4,439.6,354.4,,,,
2013 / 02,Queens,4,3,3833,321.7,302.7,,,,
2004 / 09,Queens,4,3,5606.4,514.4,443.6,,,,
2015 / 05,Queens,4,3,4894.2,358.8,378.8,,,,
2013 / 05,Queens,4,3,5082,402.2,364.9,,,,
2002 / 11,Queens,4,3,5574.6,425.5,,,,,
2003 / 07,Queens,4,3,6263.2,384.4,,,,,
2004 / 12,Queens,4,3,5121,581.4,442.1,,,,
2005 / 10,Queens,4,3,5394.1,493.9,411.3,,,,
2007 / 02,Queens,4,3,3934.1,342.3,315.8,,,,
1999 / 02,Queens,4,3,3631.4,368.4,371.2,,,,
2011 / 05,Queens,4,3,5121.3,357.4,329.7,,,,
1993 / 12,Queens,4,3,4043,399.5,266.8,,,,
1997 / 09,Queens,4,3,4710.5,287.9,260.6,,,,
2011 / 09,Queens,4,3,5021,415.9,376.6,,,,
2008 / 10,Queens,4,3,4794.1,426.3,389.1,,,,
2009 / 12,Queens,4,3,4787.3,459.5,394.2,,,,
1993 / 03,Queens,4,3,4613.4,,,,,,
2006 / 10,Queens,4,3,5169.4,439.1,352,,,,
1999 / 11,Queens,4,3,4502,468.9,486.8,,,163.5,
2010 / 06,Queens,4,3,5278.3,412.5,380.6,,,,
1995 / 07,Queens,4,3,4806,226.4,284.5,,,,
1997 / 04,Queens,4,3,4711.9,279.1,252.3,,,,
2009 / 08,Queens,4,3,5065.1,393.5,399.9,,,,
2000 / 12,Queens,4,3,4098.8,567.3,530.5,,,25.9,
2007 / 07,Queens,4,3,5096.3,431.7,387.2,,,,
1991 / 08,Queens,4,3,5146.7,,,,,,
2000 / 01,Queens,4,3,3936.6,446.1,499.5,,,,35
2002 / 12,Queens,4,3,5389,443,,,,,
2002 / 10,Queens,4,3,5660.4,418.7,,,,,
1991 / 11,Queens,4,3,4856.1,,,,,,
1991 / 10,Queens,4,3,5025,,,,,,
2001 / 08,Queens,4,3,4968.9,495.6,637.8,,,,
2001 / 07,Queens,4,3,4865.4,434.9,582,,,,
2010 / 02,Queens,4,3,3452.5,269.9,273.3,,,,
2000 / 03,Queens,4,3,4375.1,509.4,542.3,,,,
2016 / 08,Queens,4,3,5237.7,375.7,448.9,,,,
2017 / 08,Queens,4,3,5168.9,365.9,499.4,,,,
2017 / 05,Queens,4,3,5224.2,390.6,478.7,,,,
2018 / 06,Queens,4,3,5210.6,404.1,503.6,,,,
2016 / 01,Queens,4,3,4106.4,352.7,368.1,,,,35.2
2022 / 01,Queens,4,3,4177.3,354.8,485.1,,,,22
2019 / 02,Queens,4,3,4046.6,315.3,403,,,,
2018 / 04,Queens,4,3,4591,348.7,422.4,,,,
2019 / 03,Queens,4,3,4415.2,349.2,438.5,,,,
2019 / 12,Queens,4,3,4953,426.6,496.4,,,7.6,
2019 / 10,Queens,4,3,5031.1,379.1,491.8,,,,
2020 / 04,Queens,4,3,4465.5,335.6,567.5,,,,
2017 / 12,Queens,4,3,4525.5,430.8,489.5,,,17.1,
2022 / 09,Queens,4,3,1029.7,84,105.9,,,,
1996 / 03,Bronx,2,12,3745.2,302.7,353.4,,,,
2009 / 07,Bronx,2,12,4475.4,426.5,484.8,,,,
2011 / 06,Bronx,2,12,4589.1,397.5,421.5,,,,
2011 / 01,Bronx,2,12,3630.1,339.7,398.1,,,,
2014 / 11,Bronx,2,12,3499.7,322.2,371.3,,,,
2013 / 12,Bronx,2,12,3760,409.2,425.4,,,,
2004 / 08,Bronx,2,12,4438,432.2,512.2,,,,
1993 / 05,Bronx,2,12,4393.6,303.6,292.1,,,,
2011 / 03,Bronx,2,12,4191.3,409,401.4,,,,
1994 / 11,Bronx,2,12,4446.1,340.4,312.5,,,,
2014 / 06,Bronx,2,12,3988.2,382.4,449.7,,,,
2011 / 12,Bronx,2,12,4026.4,440.9,405.1,,,,
2010 / 12,Bronx,2,12,3021.5,340.9,324.7,,,,
2009 / 02,Bronx,2,12,3186.1,319.2,363.2,,,,
2008 / 12,Bronx,2,12,4252.5,461.1,444.8,,,,
1996 / 08,Bronx,2,12,4515.9,359.3,494.3,,,,
2014 / 04,Bronx,2,12,3904.9,361.3,429.5,,,,
2013 / 06,Bronx,2,12,4057.8,397.6,442.6,,,,
1994 / 03,Bronx,2,12,4032.8,406.2,397.1,,,,
2010 / 02,Bronx,2,12,2884.6,280.1,322.3,,,,
2010 / 07,Bronx,2,12,4289.9,394.6,448.6,,,,
2003 / 09,Bronx,2,12,4694.1,373.7,,,,,
1996 / 11,Bronx,2,12,3951.9,368.3,399.4,,,,
2010 / 03,Bronx,2,12,4344.6,436.8,453.7,,,,
2011 / 07,Bronx,2,12,4046.2,357.7,409.9,,,,
2004 / 12,Bronx,2,12,3827,546,483.4,,,143.3,
2011 / 02,Bronx,2,12,3610.7,362.3,394.8,,,,
2006 / 06,Bronx,2,12,4487.8,499.6,503.6,,,,
2009 / 04,Bronx,2,12,3952.2,385.7,430.3,,,,
2009 / 10,Bronx,2,12,4010.7,388.3,415.9,,,,
2001 / 01,Bronx,2,12,3363.3,479.8,590.1,,,,35.9
2003 / 10,Bronx,2,12,4419.5,383.6,,,,,
2016 / 01,Bronx,2,12,3237.6,293.3,388.6,,,,8.1
2014 / 09,Bronx,2,12,3835,350.4,427.3,,,,
2016 / 02,Bronx,2,12,3267.3,378.2,504,,,,
2017 / 01,Bronx,2,12,3535.7,387,503.5,,,,13.5
2022 / 02,Bronx,2,12,3405.4,335.7,517.2,,,,
2021 / 08,Bronx,2,12,4475.6,372.7,622.2,,,,
2021 / 01,Bronx,2,12,3697.3,418.6,625.2,,,3.4,8.1
2020 / 11,Bronx,2,12,4292.3,385.7,571.6,,,,
2019 / 09,Bronx,2,12,3567.6,322.3,547,188.5,,,
2020 / 12,Bronx,2,12,4174,488.3,684.6,,,,
2015 / 06,Staten Island,5,2,4821.1,640.3,510.9,,31.7,,
2002 / 05,Staten Island,5,2,5608.8,,562.8,,,,
2000 / 05,Staten Island,5,2,5630.2,,570.4,,,,
2007 / 05,Staten Island,5,2,5757.7,862.7,523,,,,
1993 / 03,Staten Island,5,2,3947.2,,,,,,
2012 / 05,Staten Island,5,2,4975,625,451,,,,
2011 / 08,Staten Island,5,2,5160.1,646.9,458.9,,,,
2001 / 12,Staten Island,5,2,4491.6,,503.5,,,1,
1993 / 01,Staten Island,5,2,3815.3,,,,,,
2011 / 06,Staten Island,5,2,5114.7,663.6,516,,,,
2008 / 07,Staten Island,5,2,4862.8,772,503.7,,,,
2008 / 01,Staten Island,5,2,4110.6,845.1,493.7,,,,49.3
2003 / 03,Staten Island,5,2,5093,,,,,,
1995 / 07,Staten Island,5,2,4777.8,555.1,316.7,,,,
1992 / 04,Staten Island,5,2,4443.7,,,,,,
2003 / 09,Staten Island,5,2,5847.1,,,,,,
1994 / 05,Staten Island,5,2,5323.3,639.2,310.6,,,,
2011 / 10,Staten Island,5,2,4461.1,620,422.1,,,,
2014 / 05,Staten Island,5,2,5047.8,610.8,509.3,,65.1,,
2004 / 04,Staten Island,5,2,5465.6,547.5,462.2,,,,
2008 / 10,Staten Island,5,2,4467.6,776.1,438.4,,,,
2007 / 04,Staten Island,5,2,4670.6,801,454.7,,,,
2000 / 07,Staten Island,5,2,4811.2,,552.8,,,,
1997 / 12,Staten Island,5,2,4163,,393.7,,,295.4,
2005 / 02,Staten Island,5,2,3541.3,795.6,404.2,,,,
1996 / 12,Staten Island,5,2,4020.3,792,364.4,,,152.1,
2009 / 04,Staten Island,5,2,4496,676.6,446,,,,
1999 / 09,Staten Island,5,2,4922.6,,528.5,,,,
2000 / 12,Staten Island,5,2,3682.5,,433.4,,,207,
2001 / 01,Staten Island,5,2,3886.2,,536.6,,,,81.8
2001 / 08,Staten Island,5,2,4682.7,,577.7,,,,
1991 / 01,Staten Island,5,2,3567.4,,,,,,
1990 / 10,Staten Island,5,2,4379.5,,,,,,
